FID,shape,objectid,statefp10,countyfp10,tractce10,total_housing_units,with_a_mortgage,not_mortgaged,median_monthly_housing_costs,total_households
census_asc_2011_median_housing_cost.fid--43b7b765_14b933b5790_-1c8d,"MULTIPOLYGON (((-82.55070161984204 35.588847226277565, -82.55074661985448 35.58881522627564, -82.55088761989093 35.588730226272844, -82.55090861989629 35.58871822627256, -82.55117761996121 35.588586226273264, -82.551496620031 35.58847722628389, -82.5517056200765 35.58840722629113, -82.55170062005486 35.58854222631802, -82.55168462002756 35.58870222634902, -82.55167362000716 35.588823226372504, -82.55163861997518 35.58899322640348, -82.55151461989416 35.58938522647061, -82.55145361985778 35.589556226499056, -82.55135561979853 35.58983522654585, -82.55126261974294 35.59009622658942, -82.55103361960573 35.59074022669691, -82.55098261957595 35.59087922672002, -82.5508876195199 35.59114022676332, -82.55106661954582 35.59116522678678, -82.55108761954885 35.59116822678956, -82.55160961962979 35.59120522685079, -82.55179161965803 35.59121822687209, -82.55196261968469 35.59122922689184, -82.55198561968827 35.591231226894706, -82.55221661972588 35.59123522691919, -82.55232261974386 35.59123322692972, -82.55247661977185 35.59121722694226, -82.55253861978294 35.5912122269476, -82.55264661980421 35.59119022695422, -82.55273261982153 35.59117022695899, -82.55285961984661 35.59114422696669, -82.55315161990393 35.5910872269851, -82.55350061997294 35.591015227006295, -82.5536406200005 35.59098722701497, -82.55371562001483 35.59097522702026, -82.55376862002504 35.59096622702386, -82.55385662004066 35.59095922703149, -82.55397962006137 35.59095722704372, -82.5539856200624 35.59095722704433, -82.55416762008973 35.59097622706686, -82.554413620128 35.59099222709543, -82.55474562017827 35.59102422713601, -82.55477362018273 35.591025227139106, -82.5549476202097 35.59103722715939, -82.55503862022253 35.59105222717178, -82.55513762023638 35.591069227185535, -82.55515762023951 35.59107022718771, -82.55551962029475 35.59110222723142, -82.5556406203131 35.59111322724606, -82.55579862033737 35.59112622726496, -82.55627262040966 35.59116722732193, -82.55643062043384 35.59118122734109, -82.55651762044732 35.59118722735116, -82.55666662047257 35.5911842273659, -82.55737662059195 35.5911742274368, -82.5576136206316 35.59117222746076, -82.55788062067619 35.59117022748778, -82.55843662076911 35.591166227544065, -82.55868262081111 35.59115922756787, -82.55880962083258 35.59115622758029, -82.55894962085765 35.591144227592196, -82.55906462087788 35.591137227602665, -82.55924462090752 35.59113922762154, -82.559248620908 35.59114022762215, -82.55962262096756 35.59115622766383, -82.56012962104978 35.59116922771854, -82.56042562109758 35.59117722775061, -82.5604356210893 35.59124222776481, -82.56044762108333 35.591294227776665, -82.56045762107856 35.59133622778624, -82.56049462106824 35.59144322781178, -82.56051262105774 35.591530227831356, -82.56053962104724 35.591628227854095, -82.56054362104578 35.591641227857124, -82.56058262103477 35.591755227884335, -82.56038162099554 35.59179322787146, -82.56031662098218 35.5918102278682, -82.56025962096894 35.59183422786726, -82.56018062094908 35.5918782278681, -82.5599186208828 35.592026227871294, -82.55984762086378 35.59207322787355, -82.55983162085815 35.59209222787589, -82.55982862085403 35.59211622788037, -82.55983762084907 35.59215822788985, -82.5599026208253 35.59238222794215, -82.5599856207909 35.59269522801438, -82.56005262076725 35.59292122806731, -82.56005362076694 35.59292422806793, -82.56009862075044 35.59308022810436, -82.5601756207252 35.59332722816254, -82.5600736207052 35.593347228156176, -82.55992262067532 35.59337822814696, -82.55947362058637 35.59347122811971, -82.55932362055663 35.59350322811084, -82.55940762049805 35.593974228215366, -82.55959462036962 35.59501022844541, -82.55961162035963 35.59509322846406, -82.55964162035431 35.59516022848078, -82.55975062034193 35.595358228532376, -82.5599576203189 35.5957312286295, -82.55998962031758 35.595774228641545, -82.55983462027822 35.595862228643576, -82.55967862023847 35.595952228645785, -82.55936462016075 35.59611822864737, -82.55936062015958 35.59612122864759, -82.55921162012147 35.59620822865002, -82.55926762012108 35.59627122866856, -82.55936462012075 35.59637822870028, -82.5594366201196 35.59646322872495, -82.55949162011875 35.59652822874389, -82.55950862011852 35.59654822874966, -82.5595596201177 35.59660822876713, -82.55957662011748 35.59662822877293, -82.55925762004067 35.59678322877175, -82.55830361981035 35.59725022876883, -82.55798561973349 35.597406228767895, -82.55769061966235 35.5975502287669, -82.55680461944854 35.59798322876405, -82.55651061937743 35.59812822876335, -82.55642761935749 35.59816822876294, -82.55620861930451 35.598276228762394, -82.55618061929782 35.59828922876217, -82.55609861927776 35.598331228762376, -82.5558246192115 35.59846622876164, -82.55500361901268 35.598872228759944, -82.5547306189464 35.59900822875957, -82.55463661892385 35.59905322875909, -82.55435761885634 35.59919022875828, -82.55426461883388 35.59923622875813, -82.55418961881588 35.59927222875776, -82.5539676187622 35.59938122875709, -82.55389461874445 35.599418228757145, -82.55378361871772 35.59947222875675, -82.55345161863764 35.59963422875565, -82.55341261862807 35.599654228755696, -82.55333961861115 35.599685228754474, -82.55320961858109 35.59974022875229, -82.55292761851962 35.59983522874265, -82.55271661847632 35.599889228732025, -82.55254261844202 35.59992422872129, -82.55231761839958 35.59995722870484, -82.55217261837377 35.59996822869217, -82.55191561833013 35.59997522866722, -82.551638618285 35.59996922863753, -82.55162861828347 35.59996822863629, -82.55119161821465 35.599944228586516, -82.55111761820311 35.59993922857787, -82.55089661816864 35.59992522855232, -82.55082361815705 35.59992122854405, -82.55079061815206 35.59991822854001, -82.5506946181371 35.59991222852893, -82.55066261813194 35.59991122852548, -82.55055161811457 35.599904228512635, -82.55049361810536 35.599901228506056, -82.55022161806134 35.59989422847669, -82.55014961804949 35.599893228469135, -82.55011161804333 35.599892228464974, -82.55011661805034 35.599852228457394, -82.55013661808484 35.59965022841832, -82.55020661820254 35.59896122828523, -82.55021161820902 35.59892422827818, -82.55024461825171 35.59868322823254, -82.54999361821326 35.598662228202485, -82.54979161818451 35.598631228175485, -82.54940561812927 35.59857322812398, -82.54904761807708 35.598526228077645, -82.54877461803804 35.59848622804145, -82.54856961800797 35.59846022801504, -82.54843861798945 35.598439227997346, -82.54832761797375 35.598421227982314, -82.54817561795363 35.59838822795994, -82.54804861794051 35.59833622793632, -82.54800661793762 35.59831022792671, -82.54794661793315 35.59827422791317, -82.54784761793125 35.598180227883894, -82.54780661793272 35.59812622786869, -82.54776661793447 35.59807222785362, -82.54769161794523 35.597921227815135, -82.54754561797492 35.59757122772891, -82.54745361798805 35.597386227681795, -82.54733161800546 35.59714222761963, -82.54717761797107 35.59719922761542, -82.54707261794955 35.597226227610136, -82.54628461778604 35.59743822757232, -82.54625761778036 35.59744622757118, -82.5460266177301 35.59752322756311, -82.54586161775633 35.59717522747533, -82.54583261776185 35.59710822745871, -82.54581661776504 35.59707022744931, -82.54578161777647 35.59695822742291, -82.54575761779407 35.59681822739192, -82.54574561781406 35.59667522736163, -82.54574861783615 35.59653522733348, -82.54576761786183 35.59638922730569, -82.54584461790958 35.596162227267435, -82.5458626179207 35.59610922725846, -82.54597461797131 35.59590122722764, -82.54603761799503 35.595815227216654, -82.54610261801902 35.59572922720578, -82.54624061806534 35.59557722718904, -82.54635061809795 35.595484227181366, -82.54656561816202 35.595300227166035, -82.54662161817853 35.59525322716226, -82.54686261824898 35.59505522714667, -82.54707861831332 35.594870227131224, -82.5472746183698 35.59471522711986, -82.54741561841222 35.594591227109035, -82.54743861842012 35.59456522710613, -82.5474986184399 35.594501227099244, -82.5476106184813 35.59435322708064, -82.5476536184992 35.59428322707078, -82.5477006185192 35.59420422705953, -82.54784261858738 35.593914227015105, -82.54839161885033 35.5927982268444, -82.54849961890187 35.59258022681116, -82.54858161893853 35.59243022678901, -82.5486686189783 35.59226622676456, -82.54876461902134 35.59208922673844, -82.548937619098 35.591778226692874, -82.54902861913806 35.5916162266693, -82.54920661921687 35.59129622662242, -82.54924561923754 35.59120422660766, -82.54935461929459 35.59095122656741, -82.54951761939033 35.59050522649344, -82.54962661944518 35.590266226455924, -82.54974561950127 35.59003022642006, -82.5498046195268 35.58992822640539, -82.54987561955687 35.58980922638847, -82.5500496196283 35.58953322635023, -82.55016761967079 35.58938422633197, -82.55031961972522 35.589194226308955, -82.55050261978505 35.58900322628881, -82.55055061979915 35.588963226285614, -82.55062361982033 35.58890422628109, -82.55070161984204 35.588847226277565)))",6026,37,021,000100,110,74,36,508,783
census_asc_2011_median_housing_cost.fid--43b7b765_14b933b5790_-1c8c,"MULTIPOLYGON (((-82.56328062106705 35.59445522871106, -82.56343962111521 35.59431422869865, -82.56349362113261 35.59425922869308, -82.56363762117849 35.594116228678764, -82.56382562124365 35.59389622865331, -82.56396462129703 35.5936992286274, -82.56403162132618 35.59358222861049, -82.56417662138874 35.593332228574496, -82.5642296214154 35.593216228556365, -82.5643366214683 35.59298822852087, -82.56439862149607 35.59287422850408, -82.56441762150418 35.59284222849947, -82.56446362152366 35.592765228488574, -82.56447562152891 35.592744228485486, -82.56448762153376 35.59272522848284, -82.56451162154414 35.59268422847698, -82.56452462154917 35.59266522847446, -82.56458562157499 35.59256322845996, -82.5646406215951 35.592492228451185, -82.56470962162028 35.59240322844015, -82.56486462167204 35.592234228421624, -82.56501562171927 35.592090228407876, -82.56501862172016 35.59208722840749, -82.56519862177132 35.5919492283979, -82.56556962186741 35.591725228390445, -82.56583762193138 35.591599228392276, -82.56602062197223 35.591531228397244, -82.56629262202901 35.59145522840971, -82.56662462209437 35.59138922843037, -82.56693262215116 35.59135222845452, -82.56713862218643 35.59134522847421, -82.5673026222145 35.59134022848997, -82.56767962227788 35.59133522852771, -82.56790062231913 35.59130522854434, -82.56794962232773 35.591302228548734, -82.56809662235351 35.59129322856204, -82.56814662236219 35.59129122856671, -82.56840462240751 35.59127522858995, -82.56867862245532 35.59126022861507, -82.56917462254842 35.591190228651755, -82.56943162259651 35.59115522867103, -82.56947362260505 35.59114522867324, -82.56959962263011 35.59111822868074, -82.56964262263845 35.591110228683455, -82.56968462264693 35.59110022868581, -82.56981362267261 35.59107322869353, -82.56985662268113 35.59106422869609, -82.5699746227047 35.59103822870294, -82.57033162277575 35.590961228723984, -82.57045062279946 35.59093622873107, -82.57046562280249 35.59093222873181, -82.57051362281187 35.590923228734916, -82.57052962281503 35.590920228735904, -82.57061162283142 35.59090222874069, -82.57064162283748 35.59089522874234, -82.5709816229045 35.59082622876325, -82.57109562292686 35.590804228770395, -82.57125362295815 35.5907712287799, -82.57173062305222 35.59067522880936, -82.5718896230835 35.59064322881918, -82.57198662310265 35.59062322882505, -82.57227762316023 35.590563228842754, -82.5723756231794 35.590544228849005, -82.57246562316882 35.590710228891965, -82.57248162316505 35.59075222890222, -82.57258162314118 35.59101522896595, -82.57276462309768 35.59149522908256, -82.57288162301771 35.592141229225994, -82.57293262296852 35.592515229307395, -82.5730026229014 35.593027229418844, -82.57303062287477 35.5932302294631, -82.57305862284825 35.593433229507234, -82.57309662281114 35.59371522956857, -82.57312262280188 35.59380322958916, -82.57325662275487 35.59425322969451, -82.57345362274212 35.59454822977485, -82.57348362274041 35.59459222978686, -82.57449062275909 35.59555723008671, -82.57454262275697 35.59562723010636, -82.5747506227485 35.59590623018447, -82.57488162274316 35.596082230233776, -82.57501262273783 35.59625823028307, -82.57529162272694 35.59663023038746, -82.57529662272671 35.596637230389405, -82.5756826227089 35.59716923053738, -82.57585262266939 35.59760923064448, -82.5758826226348 35.597866230699836, -82.57591262260146 35.598115230753606, -82.57592562258712 35.59822223077669, -82.57593762257265 35.59832923079973, -82.57585862255594 35.5983522307963, -82.57562262250589 35.598423230786544, -82.57554462248918 35.59844723078343, -82.57524162241994 35.59857023077731, -82.57511362239057 35.598623230774976, -82.57497962235205 35.59872823078263, -82.574857622326 35.59876623077777, -82.57431862222266 35.598855230740526, -82.57425962221144 35.59886523073652, -82.57418562219907 35.5988652307289, -82.57406462219498 35.59876123069528, -82.57403162218966 35.59876023069171, -82.57400862218607 35.598759230689176, -82.57393962217503 35.59875623068146, -82.57391762217138 35.59875623067926, -82.57380462215323 35.59875223066682, -82.57357762211656 35.59874523064209, -82.57346862209903 35.598741230630026, -82.57335662208095 35.5987382306179, -82.5718176218158 35.59880023047248, -82.5703356215603 35.59886123033269, -82.5682826210618 35.59988423033009, -82.56833162094073 35.60072323050589, -82.56835462088443 35.601113230587714, -82.5681356206744 35.602241230794796, -82.56813562065773 35.6023492308168, -82.56813662060787 35.60267423088308, -82.56813762059127 35.60278323090532, -82.56810262058576 35.60278123090135, -82.56799762056892 35.60277723088972, -82.56796362056343 35.60277623088606, -82.56784062054423 35.60276823087178, -82.5675546204989 35.60275423083957, -82.56740362047478 35.602748230822854, -82.56678062037793 35.60270523075012, -82.5664006203194 35.602675230704925, -82.5663286203078 35.60267323069711, -82.5661796202836 35.60266923068102, -82.56602362025953 35.6026572306626, -82.56592062024292 35.602654230651375, -82.56583462024743 35.602532230617726, -82.56557962026127 35.60216723051718, -82.56549462026585 35.602046230483815, -82.5654726202671 35.602014230475056, -82.56540762027092 35.60191923044904, -82.56538662027218 35.60188823044054, -82.56522162028253 35.6016432303737, -82.5648526203055 35.601096230224435, -82.56473562031583 35.60090323017315, -82.56467062032131 35.600797230144885, -82.56467062034753 35.600627230110256, -82.56432262029068 35.6006212300733, -82.56328162012005 35.60060622996336, -82.56293462006322 35.600601229926674, -82.5628056200663 35.60044222988105, -82.56263462002367 35.60053422988222, -82.5621246198965 35.60081022988597, -82.56195461985398 35.60090322988743, -82.56178561981145 35.60099722988921, -82.56133761969812 35.601250229894724, -82.56128061968421 35.60127922989482, -82.56110961964202 35.60136822989532, -82.56103661962436 35.601404229895174, -82.56097861960995 35.601435229895515, -82.56059261951332 35.60164622989881, -82.56046461948112 35.601717229900096, -82.56033661944947 35.60178522990077, -82.55995661935496 35.60198922990328, -82.5598296193232 35.60205822990425, -82.55961661926963 35.602176229906405, -82.5594046192162 35.60229522990888, -82.55897661910961 35.60252522991171, -82.55876361905644 35.602641229913445, -82.55873861905029 35.602654229913504, -82.55866361903117 35.60269722991456, -82.55863961902489 35.60271222991517, -82.55855961900484 35.60275622991584, -82.55832361894507 35.60289022991896, -82.55824461892492 35.602935229919964, -82.55808461888448 35.60302522992184, -82.5580626188789 35.60303822992223, -82.557960618853 35.60309622992358, -82.5576726187814 35.603250229925315, -82.55760461876356 35.603293229927075, -82.5574686187273 35.603382229931256, -82.55745161872245 35.603395229932126, -82.55743061872234 35.60337322992552, -82.55734061872278 35.60327322989589, -82.55728161872445 35.60319922987474, -82.55679961873787 35.602592229701706, -82.55663961874238 35.60239022964412, -82.5566006187435 35.60234122963016, -82.55648561874665 35.60219622958885, -82.55644761874778 35.60214822957514, -82.55633161875107 35.60200222953351, -82.55598661876107 35.60156522940911, -82.55587161876434 35.6014202293678, -82.55578561876645 35.601313229337144, -82.55553061877357 35.60099222924562, -82.55544561877599 35.600885229215145, -82.55541861877684 35.600850229205214, -82.55540561877717 35.60083422920067, -82.55524861878196 35.60063422914375, -82.55502961878835 35.60035622906469, -82.55477361879467 35.60003922897388, -82.55461461879864 35.59984222891746, -82.55449561880248 35.599689228874034, -82.55446561880348 35.599650228863005, -82.55439761880886 35.599542228834075, -82.55436561881336 35.59947822881777, -82.55434161881665 35.59943122880569, -82.55433061881833 35.5994082287999, -82.55429861882594 35.599324228779494, -82.55428261882943 35.59928422876975, -82.55426461883388 35.59923622875813, -82.55435761885634 35.59919022875828, -82.55463661892385 35.59905322875909, -82.5547306189464 35.59900822875957, -82.55500361901268 35.598872228759944, -82.5558246192115 35.59846622876164, -82.55609861927776 35.598331228762376, -82.55618061929782 35.59828922876217, -82.55620861930451 35.598276228762394, -82.55642761935749 35.59816822876294, -82.55651061937743 35.59812822876335, -82.55680461944854 35.59798322876405, -82.55769061966235 35.5975502287669, -82.55798561973349 35.597406228767895, -82.55830361981035 35.59725022876883, -82.55925762004067 35.59678322877175, -82.55957662011748 35.59662822877293, -82.559785620168 35.59652522877346, -82.56041262031941 35.596218228775406, -82.56062262036995 35.59611622877617, -82.56088762043403 35.595986228776894, -82.56115562049851 35.59585622877798, -82.5616016206083 35.59562422877662, -82.56167762062756 35.595581228775586, -82.56182962066565 35.59549722877413, -82.56193462069288 35.595434228772106, -82.5620606207253 35.595359228769816, -82.56206462072662 35.595355228769385, -82.5624456208288 35.59510222875701, -82.56244662082892 35.59510222875713, -82.56256662086305 35.59501022875076, -82.56271262090375 35.5949032287439, -82.56291362095928 35.59475922873534, -82.563142621026 35.594573228720954, -82.56318562103834 35.59453922871841, -82.56328062106705 35.59445522871106)))",6363,37,021,000200,245,135,110,691,827
census_asc_2011_median_housing_cost.fid--43b7b765_14b933b5790_-1c8b,"MULTIPOLYGON (((-82.57391762217138 35.59875623067926, -82.57393962217503 35.59875623068146, -82.57400862218607 35.598759230689176, -82.57403162218966 35.59876023069171, -82.57406462219498 35.59876123069528, -82.57418562219907 35.5988652307289, -82.57425962221144 35.59886523073652, -82.57431862222266 35.598855230740526, -82.574857622326 35.59876623077777, -82.57497962235205 35.59872823078263, -82.57511362239057 35.598623230774976, -82.57524162241994 35.59857023077731, -82.57554462248918 35.59844723078343, -82.57562262250589 35.598423230786544, -82.57585862255594 35.5983522307963, -82.57593762257265 35.59832923079973, -82.57597562248938 35.59891123092213, -82.57601462240605 35.59949423104485, -82.5760696222897 35.600309231216386, -82.57622062224868 35.60073823131929, -82.57632362223826 35.600917231366275, -82.57650762221989 35.60123523144993, -82.57681162222374 35.60153823154285, -82.57740662223082 35.60213423172535, -82.57836162224021 35.60310323202073, -82.57888162221418 35.60383323222273, -82.5792636221569 35.60461723242164, -82.57931562214888 35.60472523244893, -82.57936862214109 35.60483323247638, -82.57945462213954 35.60493623250627, -82.57972362212226 35.60533823261569, -82.5798326221151 35.60550223266027, -82.58022362204844 35.606357232874515, -82.58035262199662 35.60683223298452, -82.58026362189646 35.607387233088396, -82.5801946218694 35.60748823310184, -82.57997862178435 35.60780723314462, -82.57857962134555 35.60914723327374, -82.57854262131703 35.60929223329948, -82.57841162127755 35.60940723330944, -82.57832962125285 35.60947923331568, -82.57823262120736 35.60967023334462, -82.57812662115707 35.609882233376865, -82.57799862111855 35.609994233386566, -82.57800362110272 35.610102233409016, -82.57779862101209 35.61046923346269, -82.5777716210041 35.61049223346464, -82.57767162097382 35.61058123347245, -82.5776196209371 35.61076323350425, -82.57750362090624 35.610838233507536, -82.57729862085158 35.61097223351373, -82.57715662081368 35.611065233518104, -82.57704162078286 35.611141233521764, -82.57708062076776 35.61128123355425, -82.577197620722 35.61170423365242, -82.57723662070676 35.61184523368512, -82.57723662067318 35.61206323372952, -82.57723662066626 35.61210823373869, -82.57723562064571 35.61224023376545, -82.57723162059146 35.612588233835936, -82.57722962057125 35.61271723386197, -82.57722762053717 35.612936233906346, -82.57713462044022 35.61346523400451, -82.57701162031145 35.61416823413502, -82.57692462022004 35.61466823422793, -82.57687762015242 35.61505623430204, -82.57681362005948 35.6155902344042, -82.57673562005957 35.615505234378944, -82.57661962005989 35.615378234341115, -82.57644962002877 35.61539723432754, -82.57633662000782 35.61541123431877, -82.5762726199972 35.6154112343122, -82.57625561999436 35.61541123431043, -82.576092619977 35.615348234280916, -82.5760336199706 35.61532623427036, -82.57577961994346 35.61522823422424, -82.57568361993326 35.61519123420686, -82.57521261986854 35.615103234140584, -82.57505661985863 35.614999234103365, -82.57488061984942 35.6148692340588, -82.57478561983561 35.61485623404641, -82.57469061982188 35.61484323403398, -82.5745146197846 35.61489523402645, -82.57445361975711 35.61500823404326, -82.57347361964389 35.61468623387699, -82.57327661962535 35.61459423383804, -82.57321161961934 35.61456323382504, -82.5731066196093 35.614515233804454, -82.57303361960243 35.614481233790066, -82.57260761955892 35.61430423371021, -82.5725906195563 35.61430223370806, -82.57244461953415 35.61428923369044, -82.57240761953025 35.6142742336836, -82.5721506195036 35.61417023363597, -82.57211561950014 35.61415523362937, -82.57209261949785 35.61414523362494, -82.57175861946412 35.61400423356187, -82.57126961941569 35.61379123346831, -82.57115661940426 35.61374323344693, -82.57084361937247 35.61361223338808, -82.57042161933244 35.61341723330501, -82.56984161926819 35.61320923320308, -82.56971261925395 35.6131622331802, -82.56954561923524 35.61310323315107, -82.56752161900515 35.612415232802995, -82.56733261898466 35.61234423276915, -82.5671636189686 35.61226623273591, -82.56695661895246 35.61214823269061, -82.56682261894467 35.612054232657734, -82.5667416189398 35.611998232638, -82.56656861893451 35.61184623258925, -82.56639561893319 35.6116682325352, -82.56623761894244 35.61143823247221, -82.56619661894484 35.611378232455785, -82.56612361895318 35.611245232421204, -82.56595161897505 35.610918232336935, -82.56582761899266 35.61067023227378, -82.56570061901066 35.61041623220895, -82.56558761902383 35.6102092321552, -82.56546361903354 35.61001223210238, -82.5653216190386 35.6098262320499, -82.5651746190414 35.609650231999, -82.56500461903825 35.60948723194835, -82.56482961903255 35.609335231899365, -82.5646276190226 35.60918223184753, -82.56462261902216 35.6091792318464, -82.56426461900045 35.6089342317597, -82.56409661899082 35.60881623171837, -82.5637986189736 35.608606231645034, -82.56361061896474 35.60846123159623, -82.56332661895644 35.60820923151571, -82.56316461895555 35.60804023146478, -82.56306661895667 35.60792723143161, -82.56299361895772 35.60784223140684, -82.56283461896243 35.60764023134934, -82.56263961897463 35.60735023127032, -82.56239261899248 35.606968231167144, -82.56220061900298 35.60669323109146, -82.56219061900349 35.60667923108753, -82.56214061900485 35.60661623106955, -82.56196861900972 35.60639923100774, -82.56196061900978 35.60639023100507, -82.56189661901028 35.60631823098384, -82.56174461901136 35.6061472309334, -82.56161761901035 35.60601723089392, -82.56150461900941 35.605901230858706, -82.56114861899938 35.60558223075712, -82.56085461898687 35.60534723067917, -82.56068161897716 35.60522323063612, -82.56055361896992 35.60513223060444, -82.56034261895607 35.60499523055486, -82.56023661894908 35.60492623052996, -82.56021161894706 35.604912230524505, -82.55980761891462 35.60468723043719, -82.5597866189129 35.6046752304326, -82.55967161890297 35.60461623040873, -82.55947361888552 35.60451623036808, -82.55923361886373 35.60439923031961, -82.55900861884297 35.60429123027451, -82.55847961878871 35.60407323017576, -82.55826261876639 35.60398423013534, -82.5580226187433 35.603875230088526, -82.55784261872945 35.60377123004887, -82.55769761872179 35.603664230012136, -82.55761161871803 35.603596229989506, -82.55759261871655 35.60358522998526, -82.55745161872245 35.603395229932126, -82.5574686187273 35.603382229931256, -82.55760461876356 35.603293229927075, -82.5576726187814 35.603250229925315, -82.557960618853 35.60309622992358, -82.5580626188789 35.60303822992223, -82.55808461888448 35.60302522992184, -82.55824461892492 35.602935229919964, -82.55832361894507 35.60289022991896, -82.55855961900484 35.60275622991584, -82.55863961902489 35.60271222991517, -82.55866361903117 35.60269722991456, -82.55873861905029 35.602654229913504, -82.55876361905644 35.602641229913445, -82.55897661910961 35.60252522991171, -82.5594046192162 35.60229522990888, -82.55961661926963 35.602176229906405, -82.5598296193232 35.60205822990425, -82.55995661935496 35.60198922990328, -82.56033661944947 35.60178522990077, -82.56046461948112 35.601717229900096, -82.56059261951332 35.60164622989881, -82.56097861960995 35.601435229895515, -82.56103661962436 35.601404229895174, -82.56110961964202 35.60136822989532, -82.56128061968421 35.60127922989482, -82.56133761969812 35.601250229894724, -82.56178561981145 35.60099722988921, -82.56195461985398 35.60090322988743, -82.5621246198965 35.60081022988597, -82.56263462002367 35.60053422988222, -82.5628056200663 35.60044222988105, -82.56293462006322 35.600601229926674, -82.56328162012005 35.60060622996336, -82.56432262029068 35.6006212300733, -82.56467062034753 35.600627230110256, -82.56467062032131 35.600797230144885, -82.56473562031583 35.60090323017315, -82.5648526203055 35.601096230224435, -82.56522162028253 35.6016432303737, -82.56538662027218 35.60188823044054, -82.56540762027092 35.60191923044904, -82.5654726202671 35.602014230475056, -82.56549462026585 35.602046230483815, -82.56557962026127 35.60216723051718, -82.56583462024743 35.602532230617726, -82.56592062024292 35.602654230651375, -82.56602362025953 35.6026572306626, -82.5661796202836 35.60266923068102, -82.5663286203078 35.60267323069711, -82.5664006203194 35.602675230704925, -82.56678062037793 35.60270523075012, -82.56740362047478 35.602748230822854, -82.5675546204989 35.60275423083957, -82.56784062054423 35.60276823087178, -82.56796362056343 35.60277623088606, -82.56799762056892 35.60277723088972, -82.56810262058576 35.60278123090135, -82.56813762059127 35.60278323090532, -82.56813662060787 35.60267423088308, -82.56813562065773 35.6023492308168, -82.5681356206744 35.602241230794796, -82.56835462088443 35.601113230587714, -82.56833162094073 35.60072323050589, -82.5682826210618 35.59988423033009, -82.5703356215603 35.59886123033269, -82.5718176218158 35.59880023047248, -82.57335662208095 35.5987382306179, -82.57346862209903 35.598741230630026, -82.57357762211656 35.59874523064209, -82.57380462215323 35.59875223066682, -82.57391762217138 35.59875623067926)))",6119,37,021,000300,316,211,105,790,840
