STATION,STATION_NAME,DATE,MXSD,TSNW
GHCND:USC00440327,ASHLAND VA US,20140101,76,180
GHCND:USC00440327,ASHLAND VA US,20140201,102,168
GHCND:USC00440327,ASHLAND VA US,20140301,102,171
GHCND:USC00440327,ASHLAND VA US,20140401,0,0
GHCND:USC00440327,ASHLAND VA US,20140501,0,0
GHCND:USC00440327,ASHLAND VA US,20140601,0,0
GHCND:USC00440327,ASHLAND VA US,20140701,0,0
GHCND:USC00440327,ASHLAND VA US,20140801,0,0
GHCND:USC00440327,ASHLAND VA US,20140901,0,0
GHCND:USC00440327,ASHLAND VA US,20141001,0,0
GHCND:USC00440327,ASHLAND VA US,20141101,0,0
GHCND:USC00440327,ASHLAND VA US,20141201,0,0
GHCND:USC00440327,ASHLAND VA US,20150101,0,41
GHCND:USC00447541,SANDSTON VA US,20140101,76,122
GHCND:USC00447541,SANDSTON VA US,20140201,102,104
GHCND:USC00447541,SANDSTON VA US,20140301,102,89
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140101,76,168
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140201,102,145
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140301,76,69
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140401,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140501,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140601,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140701,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140801,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20140901,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20141001,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20141101,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20141201,-9999,0
GHCND:US1VACS0019,MIDLOTHIAN 0.6 NE VA US,20150101,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140101,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140201,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140301,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140401,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140501,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140601,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140701,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140801,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20140901,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20141001,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20141101,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20141201,-9999,0
GHCND:US1VARCC004,RICHMOND 1.0 SE VA US,20150101,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140101,76,127
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140201,152,165
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140301,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140401,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140501,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140601,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140701,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140801,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20140901,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20141001,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20141101,-9999,0
GHCND:US1VARCC002,RICHMOND 3.8 NW VA US,20141201,-9999,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140101,80,130
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140201,50,147
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140301,50,91
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140401,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140501,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140601,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140701,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140801,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20140901,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20141001,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20141101,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20141201,0,0
GHCND:USW00013740,RICHMOND INTERNATIONAL AIRPORT VA US,20150101,0,8
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140101,38,53
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140201,-9999,140
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140301,-9999,76
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140401,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140501,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140601,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140701,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140801,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20140901,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20141001,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20141101,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20141201,-9999,0
GHCND:US1VAGH0003,RICHMOND 9.6 WNW VA US,20150101,-9999,38
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20140601,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20140701,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20140801,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20140901,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20141001,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20141101,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20141201,-9999,0
GHCND:US1VAHR0013,MONTROSE 4.7 SSE VA US,20150101,-9999,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140101,76,183
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140201,102,145
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140301,51,109
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140401,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140501,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140601,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140701,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140801,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20140901,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20141001,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20141101,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20141201,0,0
GHCND:US1VAHR0006,GLEN ALLEN 4.6 W VA US,20150101,30,51
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140101,102,163
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140201,89,130
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140301,76,122
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140401,0,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140501,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140601,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140701,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140801,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20140901,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20141001,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20141101,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20141201,-9999,0
GHCND:US1VAHR0008,LAUREL 0.8 N VA US,20150101,13,26
